,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
change,2.10360083132558e-06,0.000671021494096258,0.00030781955459127755,0.006472707812371873,2.425782089711216e-06
changed,0.00022946351453618998,0.0002577785524832042,2.078026493400248e-06,0.0013209244312995029,2.44760818992506e-06
changes,2.071445033024634e-06,1.291271894055615e-06,6.742831422899022e-05,0.0018906693609719606,2.416553191998058e-06
changing,2.087591189041615e-06,0.000230929198704657,2.0890824652204893e-06,0.0015869749840234577,2.4631720002282327e-06
charge,2.0501467427161096e-06,1.2668052478090276e-06,0.009083650929682658,1.7076342364196797e-06,2.403945259956136e-06
charged,2.046524560962178e-06,1.2669476054984974e-06,0.003232384015443814,1.7107952429278436e-06,2.400597082192158e-06
charger,2.047954037826241e-06,1.2654964134703263e-06,0.008596069098658565,1.6941425199388829e-06,2.3998842957467332e-06
chargers,2.047825890447062e-06,1.2642642185696831e-06,0.0015562601221433322,1.6932319941636251e-06,2.404342849148946e-06
charges,2.057911557758327e-06,1.280251408142698e-06,0.0005197100703488559,9.088724418643178e-05,2.012997230425297e-05
charging,2.049911133026553e-06,1.264819567584295e-06,0.003933338084593894,1.6946175453525684e-06,2.39911417865856e-06
charm,5.9897583620740026e-05,0.00015154670374983528,0.00025237822685601514,0.00016613161235649513,7.954666365840377e-05
cheap,0.0005603020784646192,0.0023814823473199847,0.00101240473137712,0.0014444606080798623,0.00133574277824776
cheaper,0.000505548053608064,0.0005888697284266914,0.000297241726114505,0.0023493989044978732,0.0008389819710951487
cheapest,7.403574030462875e-05,7.035513640313054e-05,3.728759137612676e-05,0.00033558283243262534,5.072371218266756e-05
check,0.00013318134952584128,0.00038615538351184707,0.0022684994886088515,0.0024783629218714937,2.4421880930196977e-06
checked,5.158805279464395e-05,8.088877362259989e-05,0.0006542826602730147,0.00046081707940776463,2.4082677599670164e-06
checking,2.1798131028211546e-06,6.45720797543089e-05,0.0002845475640657643,0.0002733149961847359,2.4434166252316527e-06
chemical,0.0022310920450876797,1.2681617306042103e-06,2.0351878809272966e-06,1.699826143200106e-06,2.477859451471255e-06
cherokee,2.1034603281171133e-06,0.00046210791284535227,2.0484377420810315e-06,1.7357968838208802e-06,2.4384371717066543e-06
chevy,0.00011159625216639056,0.00019139800402524939,2.077973613656528e-06,0.0007213334264322377,2.4344989376951163e-06
china,2.065651161208256e-06,0.0005412664711035572,9.295573965021317e-05,0.00016318558705547684,4.3328130946423764e-05
chock,2.0475615474168533e-06,0.000613746016123741,2.03447554234869e-06,1.6916354257540396e-06,2.405174657716141e-06
chocks,2.0480136223446892e-06,0.0007463445035232733,2.035292913267517e-06,1.6932914677887275e-06,2.4067352189335546e-06
choice,0.00032215279503967204,0.0001695600910553634,0.0003003287736509279,0.000325914700723044,0.00022181708125523496
choose,8.478416659448972e-05,7.40127472262613e-05,0.00024302412921874117,0.00019475741149480627,0.00014400999334119886
chose,0.0001735416510884374,0.00010473595898305127,0.00020758207421662952,9.971512466870866e-05,2.4701757532747293e-06
chrome,0.0003543014903743266,0.0007070969117348077,2.049484222438559e-06,1.706135064426138e-06,0.0006468137757751321
chuck,2.150597847386593e-06,0.00041780641873637007,2.2210635486178916e-06,1.6954386752443496e-06,2.4285634066544104e-06
cigarette,2.046543256158998e-06,1.2654396588882795e-06,0.0025111616852991564,1.6910593834378715e-06,2.3985356024167438e-06
circuit,2.0472957889275034e-06,1.2784137515286234e-06,0.0006521381515171867,1.6949708427952807e-06,2.3987565669274693e-06
civic,5.490307305364117e-05,5.5517529425172014e-05,2.093211670609938e-06,0.0007303191539224627,2.419278072698988e-06
claim,0.00024419949056805597,7.67905645151128e-05,0.00013795166698682973,0.0002286191057767245,0.00019562012928869593
claims,0.00021732434072715682,0.0001262704307761083,0.00015373515530837665,0.0003315910824436417,0.00022021626557340083
clamp,2.0493402988876735e-06,0.00021265220873298052,0.0009552492964804978,1.5917239148352675e-05,2.436887379380586e-06
clamps,2.054242281727392e-06,1.2844694060403869e-06,0.0014038321851174628,1.6976757002377348e-06,2.4124950086786613e-06
class,0.0008495501092684214,0.00032538481889669336,2.0775950516184774e-06,4.2071823013235204e-05,2.4353767863208293e-06
classic,0.00015503435795507635,1.2902323002898956e-06,7.479503602235604e-05,0.00023949237154413756,0.00019091256353193998
clay,0.007558609317753029,1.2636726054340638e-06,2.0319966827538426e-06,1.6905403928334433e-06,2.412373271391625e-06
claying,0.0006155604120334065,1.2630420954428313e-06,2.031902040748255e-06,1.6905716444199005e-06,2.4067373362001984e-06
clean,0.004232892554746662,1.2837586983427758e-06,2.062482844829507e-06,0.0015735536920074647,0.01511911797903338
cleaned,0.0009280918444566494,1.2763984938901276e-06,2.044990679090417e-06,0.00029316871594751856,0.0016916606440974613
cleaner,0.002558858747713641,1.269210972587864e-06,2.052435009038686e-06,6.700712859125748e-05,0.008299281617412656
cleaners,0.0001316588750087903,1.2636501576886266e-06,2.0340136699444128e-06,1.7164573510716973e-06,0.0014325620044162261
cleaning,0.0018529229120007886,1.270385524482891e-06,2.0437284766495917e-06,1.7218687310745196e-06,0.010717603639929418
cleans,0.0011374842659579384,1.2702986055902535e-06,2.0439785712746556e-06,0.00011535513042667565,0.0010871768812443674
clear,0.003201202720296601,0.0009216037612161449,0.0005840268929179325,0.002538060310146453,0.00048088545502248184
clearing,2.2272580935629866e-06,1.2711071875767432e-06,2.045191888467345e-06,0.0004831015877082419,2.472485827411559e-06
clearly,0.00013713488203416166,0.00019552865486604243,0.0002687210217333802,0.00037944500134371,0.00021891250728742412
click,2.060173710750973e-06,0.00012003268951650522,2.082175714641226e-06,0.00038345533706959445,2.4395795608682226e-06
clip,2.050049694858683e-06,0.0007547288309919287,0.00031649988101875684,0.0005147234717945585,2.41662367746688e-06
clips,2.0472545716011523e-06,0.0005074182534643634,0.0016817978753084692,0.00019165466482667573,2.4228490790308224e-06
close,0.0005040430803966292,0.0010741718806422235,0.0009491301651250004,0.00032888829022062585,0.00019459750175740184
closed,2.060095763933821e-06,0.00028344056888382545,0.00024125219432293886,6.367585490529269e-05,6.742650100745879e-05
cloth,0.001620360921055036,1.2675794367370892e-06,2.034757915255056e-06,1.694647596080309e-06,0.0032114266572402443
cloths,2.078056042476636e-06,1.2643723319248944e-06,2.032206283165912e-06,1.6916900801895163e-06,0.0029269060142231226
coat,0.0033890595829138377,1.2784417655272713e-06,2.039761034597489e-06,1.7029447709873167e-06,0.0003351273210234825
coated,9.708457415043933e-05,1.3292091284407392e-06,2.0572241413316902e-06,0.00012256179992227556,0.00046250863156155895
coating,0.0007758689079879509,0.00021342884276355682,2.0503284136735815e-06,7.941607347782571e-05,0.00017646108072725454
coats,0.0014028833875072118,1.2696240987756904e-06,2.0320990871744792e-06,1.6940226832695445e-06,2.428680417707823e-06
code,2.0459268328621403e-06,1.2674748978070052e-06,2.0542505504108228e-06,0.002401397609911132,2.4036037523571347e-06
codes,2.049126675125277e-06,1.2678046896753833e-06,2.0654017336939326e-06,0.00245207876904842,2.4109315936433035e-06
cold,2.0931911499780945e-06,0.000279801824451099,0.0009468386396282662,0.0009399033165034949,0.0013069664430955267
color,0.001640542403492507,0.0018829917908877068,2.5033631185544717e-05,0.0002448301311699071,0.0009578488442164177
colored,0.00039622393240260236,8.119802270728511e-05,2.089802610783105e-06,4.145202661952138e-05,0.00020712017844331756
colors,0.0003177595985366333,0.00019236294893211508,2.0581032725215307e-06,3.989358921959264e-05,0.0005218200090419229
combination,0.000296526945411434,6.647442089711888e-05,0.00010303582000313059,0.0001581628162576391,0.0001991167616958919
come,0.0011263952152879048,0.0024245177690644095,0.0017047728503302396,0.0012899280369103035,0.0015749162759992794
comes,0.0021201048443098536,0.0013442565429126537,0.0033638593928598183,0.0016977160384287837,0.0016506551566148426
comfortable,2.089133672637261e-06,0.0004901932535944457,0.00010358336424606154,4.166516763396873e-05,0.0006476732238764606
coming,0.00022505755565065163,0.0004595407236674159,0.00036342343197997754,0.0004105850695433397,0.00038170793771857776
comment,0.0002147671094730871,0.0002902033516670061,8.611059735472539e-05,0.000298749438175179,2.454249741610968e-06
comments,0.00017913994081915032,8.087758554479427e-05,0.0001799612090028144,7.539572718928204e-05,0.00010828222230900002
common,2.0861342050749786e-06,0.00016878588824443362,0.00013769197282758233,0.00027875329028584177,0.00019802612699046412
compact,2.0490642242513944e-05,0.00020921929453114005,0.0011942366470226332,1.7037709323541296e-06,0.00019296847763529144
company,0.0002856124185409341,0.00021594510263680383,0.0006049065003459376,0.0005967204820359888,0.00022416607727135583
compare,0.0002671311645238798,0.0001563112286047307,8.072711953056667e-05,0.00024138953972920483,0.0002110291918531045
compared,0.0006021301004281163,0.0005073637084144745,0.00039818100124614853,0.0008505181800657213,0.0002865915772707488
comparison,0.00020120900766753695,0.00014107828903313715,0.0001412766256173047,0.0001665625560512143,0.00012418334037160578
compartment,2.081029460649406e-06,0.0003195243968983575,0.00048282757606503277,0.00013565721311607667,0.00018709261453405256
complain,3.7325285884179976e-05,0.00026018496714482994,2.100534215581436e-06,0.00023434109004948666,2.447922727433816e-06
complaint,2.1098263646044152e-06,0.00039905313655565574,0.0003010949567623474,0.00015674455354607863,0.00031649744998402444
complaints,0.00012444382456622095,0.00032382728582277897,0.0003356537896895388,0.0003392698913542842,0.00010011147098214703
complete,0.0006417392529040937,0.00020942106441022788,0.00041988444662744014,0.0004608249789968286,2.4502961946701403e-06
completely,0.000847199117185072,0.0005327269393123249,0.0007553151084588632,0.0004291833485832726,0.0010503750403576136
components,9.921621641733331e-05,0.0001686840312281245,0.0001862595475093124,0.00022280373207371219,0.00010642599342584353
compound,0.0024151783863638966,1.2680995105771974e-06,2.0385076181653158e-06,1.7040053753413344e-06,2.4342286244704027e-06
compressor,2.046839609491311e-06,1.271801982462197e-06,0.0035676218789284604,1.696793699385963e-06,2.400382641994063e-06
compressors,2.047304458323327e-06,0.00018687165638997449,0.00044496570444296345,1.7033150434935175e-06,2.408407774577689e-06
computer,2.053585890594149e-06,1.271645235338705e-06,0.0008530366709310589,0.00041321177911560095,0.00028433642656233477
concern,5.5652945692309356e-05,0.0001974099929064245,0.00022445379481245535,9.509710889615633e-05,8.323012782431312e-05
concerned,2.115584332556128e-06,0.00025030775532791747,0.00020290082713267705,0.00015459766253628655,0.00020234979220003856
concrete,2.1844144444061325e-06,0.00019332505384224514,2.0524517688794906e-06,1.699729896676056e-06,0.00044067736090272973
condition,0.0007575953639961408,5.6089190084281165e-05,0.0004434819890928021,0.0002771563468469329,0.0004503195160747703
conditioner,2.10365717602827e-06,1.2644003643665098e-06,1.5697521087354864e-05,1.69782649512823e-06,0.0019998171852293038
conditions,6.208899033066232e-05,1.300198676965457e-06,0.00016746495657197024,0.0006056766629262425,0.00035426902114593975
confidence,2.1006400314875622e-06,0.00019954178540375646,0.0001066007654629143,0.00016272794630967322,5.323168851514928e-05
connect,2.0464133027583606e-06,1.2823627710676065e-06,0.00294092504016896,5.8228406284285964e-05,2.4029380296276477e-06
connected,2.0504624901300757e-06,1.2817116437170152e-06,0.002109123918528969,3.188353675262602e-05,2.405039865776462e-06
connecting,2.0465171421335317e-06,3.266759077598042e-05,0.00046738646080985227,3.73081330181045e-05,2.4142715115964997e-06
connection,2.0495456319699006e-06,1.287645071267303e-06,0.002643113915325526,1.7167124674206944e-06,2.443514006221751e-06
connections,2.049412931384333e-06,1.2930030759180941e-06,0.001236516473290044,2.255075635372324e-05,2.4343729219461975e-06
connector,2.0468711069114378e-06,1.2843835480500338e-06,0.0021856903936088973,0.00033998340410989564,2.407951183784246e-06
connectors,2.0459511299545723e-06,1.2985862571850519e-06,0.001781147377897626,0.00015257544687896345,2.409855093043836e-06
consider,0.00023961539005359984,0.0003354955359974831,0.00027416433008333135,0.0003363663281854801,0.0004631096298147486
considering,0.00016342354538068476,0.0002738846938364646,0.0001968884694027446,0.0003051667422797375,0.0001455786862876952
console,2.076723832909804e-06,0.0002186822869141684,0.0001546553131627182,1.6980965107075695e-06,0.0004403496788241577
constant,6.948441894510215e-05,1.2913838444206953e-06,0.0004204880140535131,2.3096516572924377e-05,0.00013033337096505596
constantly,0.00010405724015739371,0.00011292285414203657,0.00026753109598494883,0.0001205609603094331,0.0001358764882368667
constructed,2.055454012360607e-06,0.0003091975081471095,0.00010688222801397593,0.00018679016576665156,2.4466010343209892e-06
construction,2.0510260122914834e-06,0.0008970975398615586,0.0002808464168519812,0.00029468967804403373,2.452116645533717e-06
consumer,0.0002184155427855547,1.9055989229711908e-05,8.507358184018242e-05,0.00021156583051432364,2.509328948470099e-06
contact,2.0836206317502436e-06,0.0005250336358147762,2.0753105396961722e-06,0.0009581579951382161,0.0002882391097431353
container,0.00029624039186113823,1.2818956182683063e-06,2.0819779333655206e-06,0.0005879639143936302,0.0010432230460576265
contains,0.0002678851303183152,1.2979313787236224e-06,0.00011508860668109622,9.201025267713808e-05,0.0003281499445761727
contaminants,0.0007123966031523923,1.2659621335227142e-06,2.0351090291835976e-06,5.6845551756719295e-05,2.426941111370238e-06
continue,0.0004112702307255393,4.763145123716787e-05,8.762565292169792e-05,0.0006205740040487417,0.00026569960998410353
contour,2.0577950423700924e-06,1.2777981833701843e-06,2.0417894406721133e-06,0.0008297009597334148,2.4378214404632047e-06
control,5.215142017683802e-05,0.0005919886759387777,0.0007423787035083664,0.00023692760870682705,0.00019210376628636295
controller,2.045379894705703e-06,1.285934609964592e-06,0.0010889430413812335,1.693457978994206e-06,2.3990410990457135e-06
convenient,2.122372496195019e-06,0.00022371181502048643,0.0006957527171470411,0.00012086445939754096,0.0003424297959051129
conventional,0.00012282898341322302,3.176012991884337e-05,7.435175916175681e-05,0.0003278807532497983,3.3984428934777107e-05
converter,2.0516379621069517e-06,1.277176330536144e-06,0.00033617775261221214,0.00023070445727353618,2.4053833013691583e-06
cool,0.00043148911274606266,0.0009762075010705464,0.0006602611170948544,8.615246584562722e-05,0.00016790759063978693
coolant,2.0468931499780637e-06,1.2657307747452855e-06,2.06211268509397e-06,0.0010832290689631627,2.4003365266227368e-06
cooler,2.0523091915856333e-06,0.0002850350379578654,8.690100431446191e-05,0.0003793955433022452,2.4434049044997594e-06
cooling,2.0474808818628156e-06,1.2771854323612252e-06,0.0007113784910740881,1.7649752722583047e-06,1.630551176946384e-05
copper,2.1036820347903894e-06,1.2814196866517099e-06,0.0005757092064450955,0.0001403447018410299,9.959234893717778e-05
cord,2.0516222962652953e-06,1.2867097681470493e-06,0.003740274446820019,1.6959413510211905e-06,2.416233981817722e-06
cordless,2.1241004444531995e-06,0.0003505022415008081,0.00012069925556636984,1.6946080906534245e-06,2.4117894274058446e-06
cords,2.052204310946253e-06,1.2878148942113021e-06,0.0007536742683525669,1.6936777109141745e-06,2.4341223805837e-06
corner,2.0687070513851137e-06,0.0003149303309370125,5.53540472271126e-05,4.563850789317279e-05,9.675163498757249e-05
