,asin,Category,Clean_Reviews,predicted
115,B0000AXRH5,Auto,perfect funnel pour oil crankcase funnel purposes course but bought pouring quart oil crankcase,Topic 2
116,B0000AXRH5,Auto,love funnel others one stays pouring long spout keeps highly recommend one automotive wife uses one pouring homemade detergent barrels,Topic 4
117,B0000AXRH5,Auto,id previously purchased wo actual turned practically custom made putting oil subaru invertergenerator,Topic 2
118,B0000AXRH5,Auto,whats say not large works perfect chevy truck add fuel additive fuel tank work power steering transmission also least cartrucks thats not hard get load access bad design helps keep spilling poring fluid not bad deal hang way done able fit transmission dip stick tube small enough dump bunch fluid small doesnt hold much,Topic 1
119,B0000AXRH5,Auto,great funnel desinged add fuel additives gas tank no drips spills side car look picture applications maybe larger different style funnel better price shipped door tax free good list price probably would,Topic 4
120,B0000AXRH5,Auto,got oil changes victory vision works well but poor slow not overflow funnel good length offered easy tool motorcycle,Topic 2
121,B0000AXRH5,Auto,priced right right longer reach needed todays cars trucks two handymakes easy fill hard reach items mowers utvs etc,Topic 1
122,B0000AXRH5,Auto,love funnel many uses example pour liquid container small opening great ease hang wall wait need pour another liquid container small opening lets see hammer either things hammer never stays put reason funnel open mind speak others may try but fall short splendor funnel,Topic 4
123,B0000AXRH5,Auto,cases need cheap plastic funnel comes price no frills pour things things end storyif thats youre trying highly recommend one,Topic 4
124,B0000AXRH5,Auto,got sick using common funnel different uses trying clean oily funnel sea foam dumb get little sizelength perfect gastank additives purchased keep one garage pour sea foam caramotorcyclesnowblowerlawnmower keep whatever vehicle im currently using case packgreat,Topic 1
125,B0000AXRH5,Auto,great little funnel long narrow output good transmission fluid stuff similar small opening not easy get,Topic 1
126,B0000AXRH5,Auto,replace transmission fluid lincoln town car tube quite narrow way back firewall long skinny tip funnel reaches way back fits well preventing real mess cant beat price either,Topic 1
127,B0000AXRH5,Auto,bought along no spill gallon track days length excellent gets filler car also fits gallon freezer bag seal put back trunk done without smelling gas getting trunk carpet two improvements would make star funnel slightly upturned opening catch gas backs diameter nozzle larger easily could given tank inlet size would allow faster filling,Topic 5
128,B0000AXRH5,Auto,size measurements provided bit disingenuous funnel long but section comprises tubular section long states funnel x but reality opening funnel diameter widest pointit would work put quart container liquid something but larger container going worthless,Topic 1
129,B0000AXTUY,Auto,carsitting vehicle mostly sits garage dont drive nearly enough keep battery charged also convinced fords damn trickle car drains battery faster anything else seen maybe not fast snooty bmw spent hoop time looking line quality one well reviewed many forums going factory web page convinced best price period ordered four start one dad truck rarely drives one car babysit one wifes jeep sometimes not get driven days concern cold illinois winters truck always outside not fit garage thought would good idea super cold nights also plug battery blanket oil heateri installed two far easy unit designed permanently mounted hood comes bracket screws first thing know voids warranty open desolder three wires short cord upgrade gage conductor cord adequate single length routed ziptied blend factory wires ran front lower valance bumper fabricated simple aluminum bracket grommet pullthrough opening terminated plug plug no need even open hood disconnected barely see plug behind license plate total time hour half less particular guess could toss running minutes far happy taken measurements capabilities thay claimed almost forget pics not totally accurate not gome fuse holder battery side added 5a blade fuse weather holder positive side unit battery peace mind,Topic 1
130,B0000AXTUY,Auto,cars full electronic gadgets consume significant electricity even car driven almost every week get no start due weak battery external car battery charger old bulky setup charge cars overnight also not detection battery continuously overcharged eventually damage battery multiple battery experts tell never learned lesson quality batteries purchased replaced within yearsafter reading great reviews bought one onboard charger installed one car frequently dies even new battery plug wall car parked night unplug morning commute no need check charging complete not driven days also reduce risk not able start car almost nonei buying another one electronic gadgetsheavy car next convenient thing find good retractable power cords either installed car onboard charger outlets charger tapping power,Topic 1
